id,airport_ref,airport_ident,length_ft,width_ft,surface,le_ident,le_latitude_deg,le_longitude_deg,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
238803,2847,FAUP,16076,197,ASP,17,-28.3799,21.252,153,,35,-28.4194,21.2744,2711,333,
246283,3005,FVHA,15502,151,ASP,5,-17.9469,31.0771,46,3557,23,-17.9167,31.1086,4887,226,
238759,2812,FAMM,15157,148,ASP,4,-25.8176,25.539,23,197,22,-25.7792,25.557,4148,203,197
246269,3014,FVWN,15091,98,ASP,8,-18.6376,27.0008,68,,26,-18.6221,27.0413,3530,248,
246213,3039,FYWH,15010,148,ASP,8,-22.4898,17.4495,64,,26,-22.4714,17.4894,5500,244,
238379,5308,OTBD,15000,151,ASP,15,25.2802,51.5565,158.2,2460,33,25.2419,51.5735,25,338.2,
314904,27214,ZPPP,14764,197,ASP,4,25.0897,102.931,39,,22,25.1215,102.958,6879,219,1644
236906,5139,OIBB,14664,148,ASP,13R,28.9575,50.8168,132,,31L,28.9306,50.8508,68,312,
236907,5139,OIBB,14663,148,ASP,13L,28.9591,50.8184,132,,31R,28.9322,50.8525,62,312,
236859,5162,OIHS,14625,148,ASP,13,35.2149,48.6563,130,,31,35.189,48.694,5490,310,
232768,5235,OMDB,14590,197,ASP,12R,25.2528,55.3644,121,2345,30L,25.2359,55.3949,60,301,433
245936,3631,KLAS,14515,150,ASP,08L,,,90,2139,26R,,,2044,270,1397
238744,31055,FAOR,14495,200,ASP,03L,-26.1463,28.2343,14,,21R,-26.108,28.2463,5501,194,
237406,6421,UAAA,14427,147,ASP,5,43.341,77.0181,56,,23,43.3632,77.0629,2234,236,
236893,5156,OIFM,14425,148,ASP,07L,32.7487,51.8378,78,,25R,32.757,51.8837,5044,258,
236892,5156,OIFM,14425,148,ASP,07R,32.7447,51.8389,78,,25L,32.753,51.8847,5041,258,
236919,5197,OISS,14345,148,ASP,11L,29.5493,52.5701,114.4,,29R,29.5329,52.6112,4862,294.4,
236860,5162,OIHS,14300,148,ASP,13R,35.2111,48.6543,129.7,,31L,35.186,48.6911,5484,309.7,
232769,5235,OMDB,14275,197,ASP,12L,25.2646,55.3504,121,1476,30R,25.2477,55.3809,32,301,984
236918,5197,OISS,14051,148,ASP,11R,29.5453,52.5688,114.3,,29L,29.5294,52.6091,4864,294.3,
236900,5209,OIZH,13996,148,ASP,17R,29.4946,60.9022,173,,35L,29.4589,60.9074,4564,353,886
236901,5209,OIZH,13993,148,ASP,17L,29.4949,60.9047,173,,35R,29.4588,60.9099,4517,353,
322333,35141,VOHS,13976,197,ASP,09R,17.2286,78.4128,90,,27L,17.2291,78.4529,2024,270,
236931,5166,OIIE,13940,148,ASP,11R,35.4237,51.1215,108.8,,29L,35.4114,51.1658,3257,288.8,1972
236835,5177,OIKQ,13864,148,ASP,5,26.7423,55.8862,49.5,,23,26.767,55.9185,45,229.5,
235946,4185,LFPG,13829,148,ASP,08L,48.9957,2.55274,85,,26R,48.9988,2.61018,318,265,1969
238654,5112,OERK,13796,197,ASP,15L,24.9769,46.702,150,,33R,24.944,46.7228,2012,330,
238653,5112,OERK,13796,197,ASP,15R,24.9709,46.6749,150,,33L,24.938,46.6957,2033,330,
235947,4185,LFPG,13780,148,ASP,09R,49.0206,2.51306,86,,27L,49.0237,2.57029,387,266,1969
237747,4760,MMTO,13780,148,ASP,15,19.3545,-99.5739,156.8,295,33,19.3196,-99.5581,8466,336.8,525
238143,6222,SPJL,13779,150,ASP,12,-15.46,-70.1763,112,,30,-15.4742,-70.14,12546,292,
236932,5166,OIIE,13772,148,ASP,11L,35.4253,51.1222,109,,29R,35.4131,51.166,3256,289,
238904,4019,LEMD,13711,197,ASP,18R,40.5318,-3.57485,181,3232,36L,40.4926,-3.57463,1985,1.7,
238871,3172,HCMI,13582,164,ASP,5,10.3764,44.9273,46.9,,23,10.402,44.9549,,226.9,
237836,26874,WMKK,13530,197,ASP,14L,2.77828,101.702,145.9,,32R,2.74739,101.722,70,325.9,344
237261,3206,HKJK,13507,148,ASP,6,-1.32759,36.9164,54,,24,-1.30571,36.9463,5281,234,
236916,5135,OIAJ,13500,148,ASP,12R,30.8455,49.515,125,,30L,30.8232,49.5493,,305,
308419,5226,OMAA,13452,197,ASP,13L,24.465,54.6383,128,,31R,24.4423,54.6702,72,308,
232764,5226,OMAA,13452,148,ASP,13R,24.4444,54.6352,128,,31L,24.4217,54.6672,88,308,
329988,317457,LTFM,13451,196,ASP,17L,41.2988,28.727,174,,35R,41.2619,28.7278,310,354,
329987,317457,LTFM,13451,147,ASP,17R,41.2988,28.7245,174,,35L,41.2619,28.7253,310,354,
236839,5206,OIYY,13446,148,ASP,13,31.9175,54.2607,133,,31,31.8923,54.2923,4054,313,
236954,4411,LLBG,13327,148,ASP,8,32.013,34.8604,80,,26,32.0189,34.8986,124,260,1969
232763,5239,OMSJ,13320,148,ASP,12,25.3383,55.5003,122,,30,25.3188,55.5342,111,302,984
238626,5116,OERY,13288,147,ASP,1,24.7051,46.7245,8,2461,19,24.7418,46.7302,2082,188,
237835,26874,WMKK,13288,197,ASP,14R,2.74351,101.698,146,184,32L,2.71313,101.718,48,326,
236508,26828,WIDD,13270,148,ASP,4,1.10745,104.107,42,,22,1.13461,104.131,69,222,
236884,5168,OIII,13248,197,ASP,11R,35.6947,51.2916,109,3075,29L,35.6824,51.3336,3794,289,
238716,2803,FALM,13189,151,ASP,10,-23.16,29.677,90,,28,-23.1598,29.7161,3069,270,
238630,5123,OETH,13170,200,ASP,17,25.2309,46.6378,171,,35,25.1951,46.6441,,351,
238676,5101,OEMA,13149,147,ASP,17,24.5731,39.7039,169,1805,35,24.538,39.7115,2083,349,
238689,5109,OEPS,13143,148,ASP,17,24.0807,47.5789,175,,35,24.0447,47.5821,1651,355,
235410,4835,MUCU,13130,148,ASP,10,19.9696,-75.8547,91,985,28,19.97,-75.8165,246,269,980
242965,19649,KDPG,13125,200,ASP,12L,40.2121,-112.954,135,,30R,40.1867,-112.921,4348,315,
235546,3186,HEGN,13124,148,ASP,16,27.1958,33.7942,165.1,985,34,27.1609,33.8045,35,345.1,
235874,4137,LFLL,13124,148,ASP,17R,45.7466,5.08594,175,,35L,45.7107,5.0903,813,355,
238669,5087,OEDF,13124,197,ASP,16L,26.4886,49.8037,165,,34R,26.4538,49.8144,72,345,
238668,5087,OEDF,13124,197,ASP,16R,26.4886,49.7814,165,,34L,26.4538,49.7921,56,345,
238683,5095,OEJB,13124,148,ASP,17,27.0566,49.4006,167,,35,27.0215,49.4096,25,347,
237086,5286,ORAA,13124,197,ASP,09L,33.7895,42.433,88.5,,27R,33.7904,42.4762,557,268.5,
236134,2212,EDDF,13123,197,ASP,07C,50.0326,8.53463,69.6,,25C,50.0451,8.58698,364,249.6,
235597,3200,HETB,13123,148,ASP,04L,29.5754,34.7632,41.8,,22R,29.6023,34.7907,2399,221.8,
235596,3200,HETB,13123,148,ASP,04R,29.5744,34.7644,41.7,,22L,29.6014,34.7919,2399,221.7,
236330,4251,LGAV,13123,148,ASP,03R,37.9235,23.9433,36.6,984,21L,37.9524,23.9704,303,216.6,984
235402,4839,MUHA,13123,148,ASP,6,22.9786,-82.4249,54,,24,22.9997,-82.3932,210,234,
238624,5097,OEJN,13123,148,ASP,16L,21.6978,39.1682,160,,34R,21.6665,39.1805,48,340,
232774,5230,OMAL,13123,148,ASP,1,24.2438,55.6066,7,,19,24.2796,55.6117,842,187,
237631,5242,OOMS,13123,,ASP,08L,23.606,58.258,85,,26R,23.6091,58.297,,265,531
237637,5245,OOTH,13123,148,ASP,17,17.6839,54.0222,173,,35,17.6481,54.027,1542,353,
237085,5286,ORAA,13123,148,ASP,09R,33.7808,42.4062,88.5,,27L,33.7817,42.4494,577,268.5,
237142,5531,RJAA,13123,196,ASP,16R,35.7744,140.368,150,,34L,35.7433,140.391,139,330,2460
308417,5536,RJBB,13123,196,ASP,06L,34.4285,135.206,51,,24R,34.4513,135.24,32,231,
232866,6440,UBBB,13123,197,ASP,16,40.491,50.0305,167.1,,34,40.456,50.0415,-23,347.1,
239612,6468,UKCC,13123,196,ASP,8,48.0748,37.6989,89.6,,26,48.0753,37.7523,791,269.6,
336915,35145,VOBL,13123,148,ASP,09L,,,,,27R,,,,,
298669,35145,VOBL,13123,148,ASP,09R,,,92,,27L,,,2917,272,
249241,28118,VTBS,13123,197,ASP,01R,13.6567,100.752,14,,19L,13.6917,100.761,,194,
238866,26887,WSSS,13123,197,ASP,02C,1.3288,103.985,23,,20C,1.36213,103.999,15,203,
238868,26887,WSSS,13123,197,ASP,02L,1.34897,103.978,23,,20R,1.38241,103.992,14,203,2429
238867,26887,WSSS,13123,197,ASP,02R,1.32239,104,23,,20L,1.35568,104.014,15,203,
236847,5145,OIBP,13115,148,ASP,13,27.3909,52.7219,128.8,,31,27.3683,52.7534,27,308.8,
236885,5168,OIII,13098,148,ASP,11L,35.6966,51.2922,109,,29R,35.6845,51.3337,3797,289,
238750,2790,FAHS,13095,151,ASP,18,-24.3393,31.0463,164,,36,-24.374,31.0574,1734,344,
238902,4019,LEMD,13084,197,ASP,14R,40.4849,-3.57601,144.2,,32L,40.4557,-3.54638,1909,324.2,3445
236842,5181,OIMC,13076,148,ASP,14,36.5159,61.0522,145.2,,32,36.4864,61.0776,945,325.2,
255983,39608,SPLC,13064,160,ASP,17,-16.7736,-71.8886,174,,35,-16.8094,-71.8846,,354,
242151,3685,KMIA,13000,150,ASP,9,25.7861,-80.3148,87,1350,27,25.7877,-80.2754,8,267,1270
233267,27145,YSSY,12999,148,ASP,16R,-33.9294,151.172,168,279,34L,-33.9643,151.181,14,348,
246255,2894,FLLS,12998,150,ASP,10,-15.3292,28.4343,95.2,,28,-15.3324,28.4709,3749,275.2,
233604,5079,OBBI,12979,197,ASP,12L,26.2804,50.617,123,1000,30R,26.2613,50.6502,6,303,1000
232762,5236,OMDM,12970,148,ASP,9,25.0265,55.3466,89,,27,25.0272,55.3858,,269,
237742,4731,MMMX,12966,148,ASP,05L,19.4276,-99.0905,59.4,1034,23R,19.4457,-99.0582,7311,239.4,1641
236858,5162,OIHS,12915,148,ASP,5,35.1953,48.6202,59.1,,23,35.2135,48.6573,5540,239.1,
236923,5183,OIMM,12877,148,ASP,13R,36.2468,59.6244,133.6,,31L,36.2224,59.656,3263,313.6,
237001,4340,LIMC,12861,197,ASP,17L,45.6504,8.72841,169.6,3094,35R,45.6157,8.7375,691,349.6,
237000,4340,LIMC,12861,197,ASP,17R,45.6455,8.71873,169.6,,35L,45.6108,8.72781,696,349.6,1329
246046,26392,UTTT,12812,148,ASP,08R,41.2533,69.2617,81,650,26L,41.2583,69.3033,1411,261,680
236974,4372,LIRF,12801,196,ASP,16L,41.846,12.2615,163,,34R,41.8124,12.2755,6,343,
236973,4372,LIRF,12801,196,ASP,16R,41.8155,12.2264,163,,34L,41.782,12.2404,8,343,1053
239399,2434,EGLL,12799,164,ASP,09L,51.4775,-0.489428,89.6,1007,27R,51.4777,-0.433264,78,269.6,
237741,4731,MMMX,12795,148,ASP,05R,19.427,-99.0858,59.4,1493,23L,19.4449,-99.0539,7295,239.4,
237902,2118,DNMM,12794,197,ASP,18R,6.58778,3.31356,180,,36L,6.55252,3.31356,50,360,
237508,4608,HL83,12790,142,ASP,13,31.7151,14.8946,124.4,,31,31.6952,14.9286,,304.4,
232851,2151,DA16,12700,98,ASP,09L,27.5846,-7.51969,82.5,1070,27R,27.5892,-7.48082,,262.5,1105
234695,1973,CYYC,12675,200,ASP,17R,51.1314,-114.021,180,,35L,51.0966,-114.021,3543,360,
236890,5131,OIAD,12641,115,ASP,14R,32.4465,48.3844,140.6,,32L,32.4197,48.4104,469,320.6,950
232879,6446,UDYZ,12629,184,ASP,9,40.1472,44.3733,90,,27,40.1474,44.4185,2838,270,
236872,5174,OIKK,12620,148,ASP,16,30.2894,56.9441,158.3,,34,30.2572,56.9589,5738,338.3,
234778,1834,CYOD,12600,200,ASP,13L,54.4189,-110.305,143,,31R,54.3911,-110.27,1775,323,
245701,3594,KHSV,12600,150,ASP,18R,34.6528,-86.7821,181,,36L,34.6182,-86.7828,611,1,
236187,2216,EDDK,12516,197,ASP,14L,50.8805,7.12908,137.5,,32R,50.8552,7.16569,302,317.5,
236910,5208,OIZC,12514,150,ASP,09L,25.4457,60.3652,90.9,,27R,25.4451,60.4031,24,270.9,
236924,5183,OIMM,12503,148,ASP,13L,36.2478,59.6264,133.6,,31R,36.2241,59.6571,3257,313.6,
245889,3573,KGUS,12501,200,ASP,5,40.6358,-86.1679,44.4,,23,40.6603,-86.1364,800,224.4,
236779,26555,VIDP,12500,150,ASP,10,28.5672,77.0848,104.6,,28,28.5585,77.1225,777,284.6,
237813,26875,WMKL,12500,148,ASP,3,6.31551,99.7189,34,2000,21,6.34394,99.7384,29,214,
232806,2082,DAUL,12486,148,ASP,16L,33.7805,2.92136,157,,34R,33.749,2.93743,,337,
238344,4461,LPPT,12484,148,ASP,3,38.7657,-9.14438,22,296,21,38.7973,-9.12739,347,202,1969
237502,4604,HL79,12480,100,ASP,6,25.348,16.7937,59.2,,24,25.3655,16.8262,,239.2,
232805,2082,DAUL,12477,148,ASP,16R,33.7798,2.91926,156.9,,34L,33.7482,2.93534,2510,336.9,
235180,27188,ZBAA,12468,197,ASP,18L,40.0894,116.595,173,,36R,40.0555,116.6,99,353,
236254,2227,EDFH,12467,148,ASP,3,49.9314,7.24688,32,3461,21,49.9602,7.27529,1588,212,984
237928,2513,EHAM,12467,198,ASP,18R,52.3627,4.71193,183,886,36L,52.3286,4.70884,-12,3,
327470,319715,GMQ,12467,150,ASP,12,,,,,30,,,,,
235667,3157,HAAB,12467,148,ASP,07R,8.97226,38.7835,73.6,1185,25L,8.98194,38.8167,7594,253.6,1170
236331,4251,LGAV,12467,148,ASP,03L,37.921,23.9192,36.6,984,21R,37.9485,23.945,282,216.6,984
233602,5080,OBBS,12467,147,ASP,15,25.9337,50.5821,153.8,,33,25.903,50.599,29,333.8,
238643,5099,OEKM,12467,148,ASP,6,18.2877,42.7734,60.2,,24,18.3048,42.8047,6695,240.2,
238644,5099,OEKM,12467,148,ASP,14,18.3115,42.8065,140.9,,32,18.2849,42.8293,6778,320.9,
235332,6104,SKBO,12467,148,ASP,13L,4.71339,-74.1521,127,,31R,4.6927,-74.1247,8354,307,
235331,6104,SKBO,12467,148,ASP,13R,4.7105,-74.1692,127,,31L,4.68979,-74.1418,8355,307,
236412,26535,VHHH,12467,197,ASP,07L,22.3104,113.896,70.9,565,25R,22.3216,113.931,23,250.9,580
236411,26535,VHHH,12467,197,ASP,07R,22.2962,113.898,70.9,525,25L,22.3074,113.933,27,250.9,
237812,26873,WMKJ,12467,150,ASP,16,1.65548,103.664,160,,34,1.62713,103.675,122,340,
322334,27194,ZGGG,12467,197,ASP,02L,23.3757,113.305,14,,20R,23.4089,113.314,45,194,700
233690,6180,SLCB,12460,148,ASP,14,-17.409,-66.1911,131.9,328,32,-17.432,-66.1645,8353,311.9,984
335335,335334,HESX,12421,246,ASP,16R,30.1241,30.8911,165,220,34L,30.0923,30.9004,500,345,220
237815,26879,WMSA,12401,148,ASP,15,3.14533,101.541,149.7,,33,3.11583,101.558,89,329.7,
238860,26884,WSAP,12401,200,ASP,2,1.34464,103.903,22.9,,20,1.37617,103.916,65,202.9,
236836,5179,OIKY,12356,148,ASP,14,29.5622,55.6582,132,,32,29.5397,55.6872,5846,312,
242028,20922,KRDR,12350,150,ASP,17,47.9782,-97.4008,180,,35,47.9444,-97.4008,911,360,
232771,5238,OMRK,12336,148,ASP,16,25.6297,55.9339,164.8,,34,25.597,55.9438,102,344.8,
332513,332512,OENN,12326,164,ASP,15,27.9355,35.2846,155,1092,33,27.9197,35.2929,32,335,1168
235856,4153,LFMI,12303,197,ASP,15,43.5378,4.9133,153,,33,43.5078,4.93462,62,333,
239304,4509,LTAC,12303,148,ASP,03L,40.1178,32.9837,36.3,1148,21R,40.1424,33.0072,3123,216.3,
239303,4509,LTAC,12303,197,ASP,03R,40.1141,32.9832,35.4,,21L,40.1413,33.0091,3125,215.4,
329986,317457,LTFM,12303,147,ASP,16L,41.2986,28.7092,174,,34R,41.2649,28.7099,325,354,
329985,317457,LTFM,12303,196,ASP,16R,41.2986,28.7068,174,,34L,41.2648,28.7074,325,354,
232770,5237,OMFJ,12303,148,ASP,11,25.1186,56.307,112.4,2296,29,25.1057,56.3414,49,292.4,
238380,5309,OTBH,12303,148,ASP,16,25.133,51.308,158,,34,25.1016,51.3219,125,338,
235228,6015,SCEL,12303,180,ASP,17L,-33.3761,-70.7867,178,,35R,-33.4099,-70.7852,1555,358,1800
235227,6015,SCEL,12303,148,ASP,17R,-33.3719,-70.8037,177,,35L,-33.4069,-70.8019,1550,357,
243506,3891,KSLN,12300,150,ASP,17,38.8104,-97.646,180,,35,38.7766,-97.6459,1271,360,
238637,5122,OETF,12254,148,ASP,7,21.4773,40.5206,74.7,,25,21.4863,40.5555,4737,254.7,
232796,2072,DAOR,12245,148,ASP,6,31.6377,-2.29554,60,,24,31.6545,-2.26147,,240,2370
237596,3113,GMMN,12205,148,ASP,17L,33.384,-7.59352,164,,35R,33.3518,-7.58249,656,344,
237595,3113,GMMN,12205,148,ASP,17R,33.3831,-7.59743,164,,35L,33.3509,-7.58642,656,344,
238679,5093,OEHL,12204,148,ASP,18,27.4547,41.6875,184,,36,27.4212,41.6851,3331,4,1164
238923,4048,LEZG,12198,148,ASP,12R,41.6802,-1.08237,120,,30L,41.6635,-1.04371,863,300,
232892,2942,FNLU,12190,148,ASP,5,-8.87688,13.2139,47,,23,-8.85401,13.2384,232,227,500
327521,30813,FNCT,12139,145,ASP,2,,,,,20,,,,,
235668,3157,HAAB,12139,148,ASP,07L,8.97398,38.7824,73.7,825,25R,8.98339,38.8147,7604,253.7,1235
238870,3171,HCMH,12139,148,ASP,6,9.50544,44.0711,55,,24,9.52437,44.0989,4468,235,
238872,3173,HCMK,12139,147,ASP,5,-0.389583,42.4479,43,,23,-0.365119,42.4706,,223,
234133,5910,SBGR,12139,148,ASP,09L,-23.4341,-46.4825,74,,27R,-23.425,-46.4492,2440,254,
238510,6506,UNKL,12139,197,ASP,11,56.1795,92.4659,113.1,,29,56.1664,92.5207,942,293.1,
239184,26638,VTBD,12139,197,ASP,03L,13.8971,100.596,29,,21R,13.9264,100.612,7,209,
249240,28118,VTBS,12139,197,ASP,01L,13.6713,100.735,14,,19R,13.7037,100.743,,194,
235524,6061,SELT,12117,148,ASP,18,-0.890181,-78.6145,184,1417,36,-0.923486,-78.617,9115,4,
233624,2162,EBLG,12106,148,ASP,04R,50.6271,5.42792,45,774,22L,50.6481,5.46083,603,225,
238888,4032,LERT,12106,200,ASP,10,36.6472,-6.36996,96.9,,28,36.6432,-6.329,62,276.9,
240112,21948,ME16,12101,300,ASP,1,46.9343,-67.8798,347,,19,46.9666,-67.8909,744,167,
237218,5673,RODN,12100,300,ASP,05L,26.3462,127.751,51,,23R,26.3672,127.78,128,231,
236760,26578,VISR,12090,150,ASP,13,33.999,74.7607,136,,31,33.9753,74.7878,5495,316,
236259,2214,EDDH,12028,150,ASP,15,53.6544,9.97521,152.8,,33,53.6251,10.0005,35,332.8,1464
241949,3512,KELP,12020,150,ASP,4,31.8015,-106.4,50,,22,31.8228,-106.37,3945,230,
232766,5231,OMAM,12012,150,ASP,13L,24.2582,54.5333,127,,31R,24.2383,54.5621,67,307,
232765,5231,OMAM,12012,150,ASP,13R,24.2408,54.5367,127,,31L,24.221,54.5655,60,307,
238634,5119,OESK,12011,147,ASP,10,29.7879,40.0813,99.8,,28,29.7823,40.1187,2260,279.8,
237854,2975,FQMA,12008,148,ASP,5,-25.9249,32.5701,29,,23,-25.8959,32.5878,145,209,
238673,5089,OEDR,12008,148,ASP,16R,26.2686,50.1326,165,,34L,26.2367,50.1421,64,345,
236886,5172,OIKB,12008,148,ASP,03R,27.2032,56.3704,27.8,,21L,27.2324,56.3876,22,207.8,
237253,5212,OJAI,12008,200,ASP,08L,31.7267,35.9696,81.4,,26R,31.7322,36.0075,2395,261.4,
237493,3222,HLKF,12007,100,ASP,02L,24.1632,23.3082,15,,20R,24.195,23.3176,,195,
237492,3222,HLKF,12007,148,ASP,02R,24.1626,23.3104,15,,20L,24.1944,23.3198,1367,195,
245912,3948,KVPS,12005,300,ASP,12,30.4888,-86.5522,120,,30,30.4725,-86.5191,52,300,
238639,5098,OEKK,12005,148,ASP,13,27.9115,45.5139,129.9,,31,27.8903,45.5425,1346,309.9,
236911,5171,OIIP,12005,197,ASP,12,35.7861,50.8109,128,,30,35.7658,50.8429,4163,308,
233731,26743,VYTO,12005,200,ASP,18,19.0477,96.4013,180.2,,36,19.0148,96.4012,160,0.2,
241554,3887,KSLC,12004,150,ASP,16L,40.8074,-111.977,175,,34R,40.7746,-111.973,4221,355,
236881,5143,OIBK,12004,215,ASP,09L,26.5301,53.962,94.9,,27R,26.5273,53.9986,101,274.9,
236880,5143,OIBK,12004,148,ASP,09R,26.5276,53.9619,94.9,,27L,26.5248,53.9985,98,274.9,
239398,2434,EGLL,12001,148,ASP,09R,51.4649,-0.486772,90,1013,27L,51.465,-0.434075,77,270,
238933,4041,LETO,12001,217,ASP,4,40.4848,-3.4607,43.4,,22,40.5087,-3.43104,2026,223.4,
333693,333692,OPIS,12001,147,ASP,10L,33.553,72.8066,101,,28R,33.547,72.8452,1750,281,
333694,333692,OPIS,12001,197,ASP,10R,33.5512,72.8061,100,,28L,33.5451,72.8448,1747,280,
236617,26618,VOMM,12001,148,ASP,7,12.9841,80.153,69,,25,12.996,80.1844,52,249,
239375,3263,HUEN,12000,150,ASP,17,0.055597,32.4359,171,,35,0.022914,32.4411,3745,351,
244927,3858,KRSW,12000,150,ASP,6,26.5265,-81.77,54,,24,26.5458,-81.7403,30,234,
238194,5272,OPQT,12000,150,ASP,13,30.2641,66.9256,136,,31,30.2402,66.9518,5267,316,
234429,26819,WBSB,12000,150,ASP,3,4.93001,114.92,31.1,,21,4.95839,114.937,72,211.1,
233384,27066,YMML,11998,197,ASP,16,-37.6532,144.835,171,,34,-37.6858,144.841,330,351,
237461,4583,HL57,11975,230,ASP,13,24.1883,14.5301,130,,31,24.1671,14.5576,,310,
236055,4189,LFPO,11975,148,ASP,6,48.72,2.31692,62,984,24,48.7355,2.36068,284,242,
238671,5118,OESH,11975,147,ASP,8,17.4653,47.1042,85,,26,17.4684,47.1386,2363,265,
238195,5272,OPQT,11970,100,ASP,13R,30.2626,66.9238,136.3,,31L,30.2388,66.95,,316.3,
238215,5277,OPSD,11944,100,ASP,14,35.3533,75.5305,147,,32,35.3257,75.5523,7301,327,
235602,3184,HECW,11939,196,ASP,16L,30.1323,30.9109,165,985,34R,30.1059,30.9187,528,345,985
243464,3638,KLCK,11937,150,ASP,05L,39.8033,-82.9441,45.3,919,23R,39.8264,-82.9139,741,225.3,1003
233637,2155,EBBR,11936,148,ASP,07L,50.8989,4.45566,65,846,25R,50.9126,4.50263,110,245,984
242182,3875,KSEA,11900,150,ASP,16L,47.4638,-122.308,180,,34R,47.4312,-122.308,347,360,
236662,26496,VECC,11900,150,ASP,01R,22.6422,88.4463,6.2,,19L,22.6748,88.4501,19,186.2,1390
240772,3878,KSFO,11870,200,ASP,10L,37.6287,-122.393,118,,28R,37.6135,-122.357,13,298,
239090,5305,OSKL,11860,150,ASP,3,37.0079,41.1786,39,,21,37.0333,41.2042,1482,219,
237894,2104,DNAA,11842,197,ASP,4,8.99344,7.25374,35,,22,9.02014,7.27261,1123,215,
239371,3254,HTKJ,11834,148,ASP,9,-3.43016,37.0583,87,,27,-3.42875,37.0907,2902,267,
235675,3168,HAMK,11825,142,ASP,11,13.4734,39.518,112,985,29,13.4613,39.5489,7363,292,985
237475,3225,HLLQ,11824,148,ASP,10,32.7945,21.9341,102.8,,28,32.7873,21.9716,2157,282.8,
236833,5141,OIBI,11823,148,ASP,12,27.4892,52.5995,118.5,,30,27.4737,52.6315,10,298.5,
243286,3911,KSWF,11818,150,ASP,9,41.5008,-74.1305,78.3,2000,27,41.5074,-74.0883,468,258.3,2000
260377,4372,LIRF,11818,148,ASP,16C,,,163,,34C,,,4,343,
307911,6507,UNNT,11818,148,ASP,16,55.05,82.5933,170,,34,55.0167,82.6033,368,350,
237490,3227,HLLT,11815,145,ASP,9,32.6631,13.1288,90,,27,32.6637,13.1672,263,270,
232800,2056,DAAT,11811,148,ASP,2,22.7964,5.44439,22,,20,22.8265,5.45775,4518,202,
235449,2542,EKCH,11811,148,ASP,04L,55.5922,12.6035,41,,22R,55.6165,12.6412,14,221,1967
237959,2578,ENGM,11811,148,ASP,01L,60.185,11.0737,16,,19R,60.2161,11.0917,675,196,
323079,308033,FDSK,11811,197,ASP,2,,,,,20,,,,,
236067,3076,GBYD,11811,148,ASP,14,13.3486,-16.6648,131,,32,13.3274,-16.6396,74,311,
234430,3170,HBBA,11811,148,ASP,17,-3.30799,29.316,172,,35,-3.34005,29.321,2559,352,
237482,4596,HL70,11811,148,ASP,14,27.2703,21.6067,141,,32,27.2452,21.6296,,321,
237495,3221,HLGT,11811,148,ASP,17,25.1516,10.1417,171.5,,35,25.1194,10.147,2249,351.5,
237452,3232,HLTD,11811,148,ASP,6,30.1386,9.68733,62.3,,24,30.1536,9.72047,1120,242.3,
234415,3977,LBSF,11811,147,ASP,9,42.6975,23.3995,95,,27,42.6952,23.4397,1744,275,
233578,4434,LOWW,11811,148,ASP,16,48.1198,16.5782,164,,34,48.0886,16.5913,586,344,
237726,4738,MMPB,11811,148,ASP,17,19.1745,-98.372,177.8,,35,19.1418,-98.3709,7361,357.8,
238674,5089,OEDR,11811,148,ASP,16L,26.2882,50.1641,165,,34R,26.2568,50.1734,48,345,
307350,41624,OPST,11811,150,ASP,22L,,,,,04R,,,,,
239085,5303,OSDI,11811,148,ASP,05R,33.385,36.4961,48,,23L,33.4063,36.5247,2002,228,
237323,5656,RKSS,11811,148,ASP,14L,37.5703,126.778,135,,32R,37.5474,126.807,42,315,
237464,3219,HLGD,11807,148,ASP,13,31.0678,16.5898,134.2,,31,31.0451,16.6169,,314.2,
237465,3219,HLGD,11807,148,ASP,18,31.0751,16.5949,179.6,,36,31.0427,16.5953,,359.6,
238884,4022,LEMO,11801,200,ASP,2,37.1596,-5.62289,19.8,,20,37.1901,-5.60915,270,199.8,
238580,6507,UNNT,11801,197,ASP,7,55.0101,82.6229,81,,25,55.0151,82.6785,363,261,
241319,3586,KHOP,11800,200,ASP,5,36.6612,-87.5051,44.2,895,23,36.6845,-87.477,573,224.2,
239748,20767,KOSC,11800,200,ASP,7,44.443,-83.4133,58,,25,44.4601,-83.3748,622,238,
232854,2058,DAAY,11780,150,ASP,6,33.5239,-0.259894,51,,24,33.5443,-0.229842,,231,
237488,3226,HLLS,11778,148,ASP,13,27.0045,14.4514,133,,31,26.9825,14.478,1427,313,
238627,5116,OERY,11778,147,ASP,12,24.7227,46.6978,117.6,,30,24.7078,46.7293,2046,297.6,
237632,5242,OOMS,11759,148,ASP,08R,23.5917,58.2669,85,1375,26L,23.5945,58.3019,26,265,
236866,3351,IR-OI21,11738,142,ASP,6,35.381,53.6544,58.9,,24,35.3978,53.6884,,238.9,
237486,3223,HLLB,11732,148,ASP,15L,32.1116,20.2615,150.5,,33R,32.0835,20.2802,433,330.5,
237485,3223,HLLB,11731,148,ASP,15R,32.1102,20.2587,150.5,,33L,32.0821,20.2774,429,330.5,
236891,5131,OIAD,11729,148,ASP,14L,32.4479,48.3864,140.6,,32R,32.423,48.4105,474,320.6,
